"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"AoI","Western Indian Ocean and Arabian Seas","Thane to Ratnagri AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Sousa plumbea, Neophocaena phocaenoides, Balaenoptera edeni, Balaenoptera musculus, Megaptera novaeangliae, Orcinus orca, Stenella longirostris, Ziphius cavirostris, Stenella attenuata, Kogia sima, Stenella coeruleoalba","India"
"AoI","Western Indian Ocean and Arabian Seas","Pemba Bay to Mtwara AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Mesoplodon densirostris, Tursiops truncatus, Dugong dugon, Pseudorca crassidens, Sousa plumbea, Tursiops aduncus, Stenella attenuata, Stenella longirostris, Globicephala macrorhynchus, Grampus griseus","Mozambique, Tanzania (United Republic of)"
"AoI","Western Indian Ocean and Arabian Seas","Moheli Marine Park AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Dugong dugon, Stenella longirostris, Tursiops truncatus, Delphinus delphis, Sousa plumbea, Megaptera novaeangliae, Eubalaena australis, Balaenoptera edeni, Physeter macrocephalus","Comoros"
"AoI","Western Indian Ocean and Arabian Seas","Musandam Peninsula AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Pseudorca crassidens, Delphinus delphis, Sousa plumbea, Tursiops truncatus, Orcinus orca, Stenella longirostris, Tursiops aduncus, Balaenoptera edeni, Physeter macrocephalus","Oman"
"AoI","Western Indian Ocean and Arabian Seas","Offshore Waters of the Emirate of Fujirah AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus, Tursiops truncatus, Orcinus orca, Pseudorca crassidens, Grampus griseus, Stenella longirostris, Stenella coeruleoalba, Stenella attenuata, Ziphius cavirostris","United Arab Emirates, Iran (Islamic Republic of), Oman"
"AoI","Western Indian Ocean and Arabian Seas","Chagos Archipelago AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus, Balaenoptera musculus, Globicephala macrorhynchus, Orcinus orca, Pseudorca crassidens, Grampus griseus, Stenella longirostris","British Indian Ocean Territory"
"AoI","Western Indian Ocean and Arabian Seas","Sanganeb Atoll and Shaab Rumi AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Delphinus delphis tropicalis, Tursiops aduncus, Stenella longirostris, Globicephala macrorhynchus, Pseudorca crassidens, Megaptera novaeangliae","Sudan (Republic of)"
"AoI","Western Indian Ocean and Arabian Seas","Makran to Daran-Jiwani AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Sousa plumbea, Tursiops aduncus, Neophocaena phocaenoides, Megaptera novaeangliae, Physeter macrocephalus","Iran (Islamic Republic of), Pakistan"
"AoI","Western Indian Ocean and Arabian Seas","Southwestern Coast and Waters of India AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Sousa plumbea, Tursiops aduncus, Neophocaena phocaenoides, Megaptera novaeangliae, Physeter macrocephalus","India"
"AoI","Western Indian Ocean and Arabian Seas","Churna-Kaio Island Complex AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Megaptera novaeangliae, Physeter macrocephalus, Balaenoptera musculus, Balaenoptera edeni","Pakistan"
"AoI","Western Indian Ocean and Arabian Seas","Dahlak and Adjacent Southern Waters AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Sousa plumbea, Stenella longirostris, Dugong dugon, Balaenoptera edeni","Eritrea"
